iso3;year;gdp_per_capita_usd
ABW;1986;6767.56
ABW;1987;8244.05
ABW;1988;10056.26
ABW;1989;11507.22
ABW;1990;12187.54
ABW;1991;13233.99
ABW;1992;13892.61
ABW;1993;14700.96
ABW;1994;16055.29
ABW;1995;16548.72
ABW;1996;16620.95
ABW;1997;17750.01
ABW;1998;18828.09
ABW;1999;19216.2
ABW;2000;20681.02
ABW;2001;20740.13
ABW;2002;21307.25
ABW;2003;21949.49
ABW;2004;23700.63
ABW;2005;24171.84
ABW;2006;24845.66
ABW;2007;26736.31
ABW;2008;28171.91
ABW;2009;25134.77
ABW;2010;24093.14
ABW;2011;25712.38
ABW;2012;25119.67
ABW;2013;25813.57
ABW;2014;26129.84
ABW;2015;27458.22
ABW;2016;27441.55
ABW;2017;28440.04
ABW;2018;30082.16
ABW;2019;30654.49
ABW;2020;22664.37
ABW;2021;26827.34
ABW;2022;31000.57
ABW;2023;34897.62
ABW;2024;38590.57
AFE;1960;186.09
AFE;1961;186.91
AFE;1962;197.37
AFE;1963;225.4
AFE;1964;208.96
AFE;1965;226.84
AFE;1966;240.91
AFE;1967;243.77
AFE;1968;257.14
AFE;1969;281.58
AFE;1970;276.73
AFE;1971;294.81
AFE;1972;311.47
AFE;1973;389.73
AFE;1974;463.47
AFE;1975;479.08
AFE;1976;468.78
AFE;1977;518.36
AFE;1978;571.62
AFE;1979;634.45
AFE;1980;773.3
AFE;1981;777.63
AFE;1982;725.55
AFE;1983;732.35
AFE;1984;650.35
AFE;1985;554.22
AFE;1986;578.32
AFE;1987;664.79
AFE;1988;704.14
AFE;1989;728.24
AFE;1990;822.4
AFE;1991;864.18
AFE;1992;732.91
AFE;1993;709.32
AFE;1994;700.77
AFE;1995;766.52
AFE;1996;746.79
AFE;1997;767.4
AFE;1998;697.08
AFE;1999;670.43
AFE;2000;706.73
AFE;2001;625.83
AFE;2002;630.51
AFE;2003;815.43
AFE;2004;989.02
AFE;2005;1126.3
AFE;2006;1235.17
AFE;2007;1381.45
AFE;2008;1447.43
AFE;2009;1408.62
AFE;2010;1628.77
AFE;2011;1761.84
AFE;2012;1731.87
AFE;2013;1705.84
AFE;2014;1689.98
AFE;2015;1498.72
AFE;2016;1335.74
AFE;2017;1529.92
AFE;2018;1553.62
AFE;2019;1508.03
AFE;2020;1351.5
AFE;2021;1560.89
AFE;2022;1675.9
AFE;2023;1571.13
AFE;2024;1628.23
AFG;2000;174.93
AFG;2001;138.71
AFG;2002;178.95
AFG;2003;198.87
AFG;2004;221.76
AFG;2005;254.18
AFG;2006;274.22
AFG;2007;376.22
AFG;2008;381.73
AFG;2009;452.05
AFG;2010;560.62
AFG;2011;606.69
AFG;2012;651.42
AFG;2013;637.09
AFG;2014;625.05
AFG;2015;565.57
AFG;2016;522.08
AFG;2017;525.47
AFG;2018;491.34
AFG;2019;496.6
AFG;2020;510.79
AFG;2021;356.5
AFG;2022;357.26
AFG;2023;413.76
AFG;2024;416.87
AFW;1960;121.94
AFW;1961;127.45
AFW;1962;133.82
AFW;1963;139.0
AFW;1964;148.55
AFW;1965;155.59
AFW;1966;162.17
AFW;1967;145.05
AFW;1968;146.35
AFW;1969;162.08
AFW;1970;218.84
AFW;1971;196.01
AFW;1972;230.25
AFW;1973;280.87
AFW;1974;368.59
AFW;1975;413.7
AFW;1976;480.83
AFW;1977;491.24
AFW;1978;524.21
AFW;1979;625.38
AFW;1980;763.63
AFW;1981;1329.88
AFW;1982;1165.25
AFW;1983;874.94
AFW;1984;739.49
AFW;1985;755.93
AFW;1986;583.67
AFW;1987;584.1
AFW;1988;563.88
AFW;1989;513.17
AFW;1990;593.83
AFW;1991;608.67
AFW;1992;567.93
AFW;1993;575.28
AFW;1994;580.8
AFW;1995;867.82
AFW;1996;1070.84
AFW;1997;1093.07
AFW;1998;1142.84
AFW;1999;524.45
AFW;2000;519.64
AFW;2001;533.68
AFW;2002;620.16
AFW;2003;698.41
AFW;2004;839.35
AFW;2005;1001.13
AFW;2006;1236.32
AFW;2007;1407.73
AFW;2008;1668.62
AFW;2009;1455.22
AFW;2010;1664.49
AFW;2011;1846.1
AFW;2012;1943.37
AFW;2013;2134.25
AFW;2014;2224.33
AFW;2015;1863.4
AFW;2016;1632.42
AFW;2017;1577.2
AFW;2018;1723.11
AFW;2019;2219.41
AFW;2020;2034.44
AFW;2021;2116.94
AFW;2022;2143.07
AFW;2023;1846.25
AFW;2024;1416.23
AGO;1980;729.11
AGO;1981;657.98
AGO;1982;634.22
AGO;1983;636.83
AGO;1984;650.49
AGO;1985;772.47
AGO;1986;697.53
AGO;1987;770.1
AGO;1988;807.44
AGO;1989;907.75
AGO;1990;965.87
AGO;1991;881.92
AGO;1992;668.71
AGO;1993;449.73
AGO;1994;334.97
AGO;1995;404.29
AGO;1996;531.12
AGO;1997;521.7
AGO;1998;429.19
AGO;1999;392.73
AGO;2000;563.73
AGO;2001;533.59
AGO;2002;999.07
AGO;2003;1133.66
AGO;2004;1451.47
AGO;2005;2145.89
AGO;2006;2930.44
AGO;2007;3515.06
AGO;2008;4578.16
AGO;2009;3645.15
AGO;2010;4101.64
AGO;2011;5184.15
AGO;2012;5702.45
AGO;2013;5688.58
AGO;2014;5649.69
AGO;2015;3641.73
AGO;2016;2082.37
AGO;2017;2832.15
AGO;2018;2891.83
AGO;2019;2507.87
AGO;2020;1749.18
AGO;2021;2266.97
AGO;2022;3598.54
AGO;2023;2885.51
AGO;2024;2720.82
ALB;1980;590.61
ALB;1981;663.29
ALB;1982;668.45
ALB;1983;661.55
ALB;1984;639.48
ALB;1985;639.87
ALB;1986;693.87
ALB;1987;674.79
ALB;1988;652.77
ALB;1989;698.0
ALB;1990;617.23
ALB;1991;336.59
ALB;1992;200.85
ALB;1993;367.28
ALB;1994;586.42
ALB;1995;911.32
ALB;1996;1020.98
ALB;1997;728.55
ALB;1998;831.18
ALB;1999;1056.34
ALB;2000;1160.42
ALB;2001;1326.42
ALB;2002;1479.84
ALB;2003;1908.7
ALB;2004;2446.91
ALB;2005;2741.72
ALB;2006;3057.77
ALB;2007;3743.06
ALB;2008;4498.5
ALB;2009;4213.65
ALB;2010;4149.14
ALB;2011;4465.71
ALB;2012;4280.93
ALB;2013;4542.93
ALB;2014;4793.6
ALB;2015;4199.54
ALB;2016;4457.63
ALB;2017;5006.36
ALB;2018;5897.65
ALB;2019;6069.44
ALB;2020;6027.91
ALB;2021;7242.46
ALB;2022;7756.96
ALB;2023;9740.7
ALB;2024;11374.01
AND;1970;3935.41
AND;1971;4169.7
AND;1972;4940.3
AND;1973;6151.03
AND;1974;7139.57
AND;1975;7925.42
AND;1976;7721.29
AND;1977;8167.92
AND;1978;9409.51
AND;1979;11996.41
AND;1980;12474.93
AND;1981;10465.26
AND;1982;9697.52
AND;1983;8082.09
AND;1984;7808.13
AND;1985;7911.98
AND;1986;10539.12
AND;1987;12828.15
AND;1988;14599.04
AND;1989;15714.93
AND;1990;19563.66
AND;1991;19533.26
AND;1992;20099.54
AND;1993;15916.84
AND;1994;15748.53
AND;1995;18443.25
AND;1996;19130.16
AND;1997;18248.0
AND;1998;18536.51
AND;1999;18875.29
AND;2000;21810.25
AND;2001;23511.3
AND;2002;26528.13
AND;2003;34063.58
AND;2004;39021.13
AND;2005;40829.8
AND;2006;43467.21
AND;2007;48336.23
AND;2008;49132.52
AND;2009;43975.02
AND;2010;42746.83
AND;2011;46657.16
AND;2012;41500.54
AND;2013;42470.32
AND;2014;44369.66
AND;2015;38654.93
AND;2016;40129.82
AND;2017;40672.99
AND;2018;42819.77
AND;2019;41257.8
AND;2020;37361.09
AND;2021;42425.7
AND;2022;42414.06
AND;2023;46812.45
AND;2024;49357.44
ARB;1961;212.9
ARB;1962;210.82
ARB;1963;225.82
ARB;1964;243.91
ARB;1965;256.2
ARB;1966;263.97
ARB;1967;276.95
ARB;1968;307.56
ARB;1969;329.45
ARB;1970;357.72
ARB;1971;402.82
ARB;1972;470.23
ARB;1973;602.51
ARB;1974;1125.04
ARB;1975;1205.56
ARB;1976;1458.24
ARB;1977;1630.47
ARB;1978;1728.32
ARB;1979;2251.66
ARB;1980;2954.3
ARB;1981;2911.18
ARB;1982;2640.78
ARB;1983;2417.45
ARB;1984;2358.22
ARB;1985;2247.9
ARB;1986;2042.48
ARB;1987;2108.47
ARB;1988;2041.96
ARB;1989;2117.69
ARB;1990;2875.13
ARB;1991;2048.71
ARB;1992;1996.29
ARB;1993;1987.75
ARB;1994;2018.67
ARB;1995;2081.0
ARB;1996;2193.86
ARB;1997;2305.61
ARB;1998;2192.59
ARB;1999;2378.91
ARB;2000;2664.13
ARB;2001;2536.15
ARB;2002;2483.5
ARB;2003;2696.67
ARB;2004;3133.7
ARB;2005;3750.7
ARB;2006;4355.06
ARB;2007;4940.7
ARB;2008;6100.54
ARB;2009;5142.66
ARB;2010;5957.51
ARB;2011;6924.2
ARB;2012;7392.56
ARB;2013;7384.79
ARB;2014;7347.62
ARB;2015;6299.88
ARB;2016;6051.26
ARB;2017;6105.92
ARB;2018;6708.53
ARB;2019;6683.67
ARB;2020;5749.75
ARB;2021;6708.21
ARB;2022;7960.81
ARB;2023;7504.36
ARB;2024;7602.41
ARE;1970;2394.07
ARE;1971;2805.43
ARE;1972;3675.42
ARE;1973;9695.81
ARE;1974;23822.97
ARE;1975;27117.19
ARE;1976;31197.07
ARE;1977;35020.2
ARE;1978;29379.07
ARE;1979;34238.17
ARE;1980;42925.21
ARE;1981;44854.52
ARE;1982;39972.49
ARE;1983;34650.04
ARE;1984;32012.3
ARE;1985;29467.53
ARE;1986;23132.04
ARE;1987;23112.56
ARE;1988;21569.67
ARE;1989;23166.71
ARE;1990;26709.96
ARE;1991;25690.92
ARE;1992;25648.28
ARE;1993;25032.83
ARE;1994;25472.65
ARE;1995;27003.18
ARE;1996;28323.16
ARE;1997;27982.75
ARE;1998;24889.44
ARE;1999;25855.84
ARE;2000;29865.53
ARE;2001;27745.17
ARE;2002;27753.58
ARE;2003;29659.57
ARE;2004;33376.69
ARE;2005;38719.31
ARE;2006;44342.6
ARE;2007;45854.74
ARE;2008;50054.17
ARE;2009;37803.07
ARE;2010;44795.28
ARE;2011;51921.89
ARE;2012;53141.63
ARE;2013;53247.23
ARE;2014;52725.23
ARE;2015;44910.35
ARE;2016;42721.11
ARE;2017;43733.62
ARE;2018;47135.35
ARE;2019;45938.61
ARE;2020;37991.74
ARE;2021;44118.49
ARE;2022;50759.76
ARE;2023;49850.69
ARE;2024;50273.51
ARG;1960;778.25
ARG;1961;971.34
ARG;1962;870.22
ARG;1963;852.97
ARG;1964;1176.2
ARG;1965;1281.83
ARG;1966;1275.08
ARG;1967;1063.93
ARG;1968;1141.95
ARG;1969;1329.56
ARG;1970;1322.71
ARG;1971;1372.51
ARG;1972;1409.37
ARG;1973;2097.9
ARG;1974;2844.97
ARG;1975;2026.68
ARG;1976;1946.92
ARG;1977;2126.49
ARG;1978;3282.06
ARG;1979;2511.97
ARG;1980;2747.5
ARG;1981;2764.09
ARG;1982;2914.77
ARG;1983;3537.75
ARG;1984;3915.03
ARG;1985;2905.78
ARG;1986;3436.08
ARG;1987;3477.3
ARG;1988;3992.7
ARG;1989;2374.57
ARG;1990;4315.33
ARG;1991;5709.25
ARG;1992;6790.0
ARG;1993;6931.86
ARG;1994;7437.56
ARG;1995;7357.62
ARG;1996;7663.21
ARG;1997;8146.79
ARG;1998;8218.99
ARG;1999;7705.54
ARG;2000;7637.01
ARG;2001;7141.48
ARG;2002;2569.7
ARG;2003;3320.48
ARG;2004;4242.02
ARG;2005;5067.65
ARG;2006;5869.38
ARG;2007;7185.25
ARG;2008;8944.11
ARG;2009;8150.24
ARG;2010;10260.13
ARG;2011;12704.28
ARG;2012;12949.72
ARG;2013;12963.68
ARG;2014;12233.14
ARG;2015;13679.63
ARG;2016;12699.96
ARG;2017;14532.5
ARG;2018;11752.8
ARG;2019;9955.97
ARG;2020;8535.6
ARG;2021;10738.02
ARG;2022;13962.19
ARG;2023;14261.85
ARG;2024;13969.78
ARM;1990;635.36
ARM;1991;572.74
ARM;1992;356.35
ARM;1993;347.87
ARM;1994;390.88
ARM;1995;443.92
ARM;1996;487.07
ARM;1997;505.04
ARM;1998;590.24
ARM;1999;582.67
ARM;2000;593.45
ARM;2001;659.59
ARM;2002;742.65
ARM;2003;882.03
ARM;2004;1130.09
ARM;2005;1557.48
ARM;2006;2041.65
ARM;2007;2962.7
ARM;2008;3777.67
ARM;2009;2820.59
ARM;2010;3041.34
ARM;2011;3349.55
ARM;2012;3511.56
ARM;2013;3680.17
ARM;2014;3852.12
ARM;2015;3512.39
ARM;2016;3524.42
ARM;2017;3869.05
ARM;2018;4196.01
ARM;2019;4597.23
ARM;2020;4268.68
ARM;2021;4685.18
ARM;2022;6571.97
ARM;2023;8159.09
ARM;2024;8556.21
ASM;2002;8972.7
ASM;2003;9197.66
ASM;2004;8958.43
ASM;2005;8831.27
ASM;2006;8745.17
ASM;2007;9231.37
ASM;2008;10030.81
ASM;2009;12156.03
ASM;2010;10375.17
ASM;2011;10383.46
ASM;2012;11745.49
ASM;2013;11813.5
ASM;2014;12026.33
ASM;2015;12727.41
ASM;2016;12843.33
ASM;2017;11863.68
ASM;2018;12552.05
ASM;2019;12886.14
ASM;2020;14489.26
ASM;2021;15236.16
ASM;2022;18017.46
ATG;1977;1213.67
ATG;1978;1374.82
ATG;1979;1705.14
ATG;1980;2053.1
ATG;1981;2310.2
ATG;1982;2569.18
ATG;1983;2846.99
ATG;1984;3270.78
ATG;1985;3814.31
ATG;1986;4629.46
ATG;1987;5424.37
ATG;1988;6466.16
ATG;1989;7187.9
ATG;1990;7590.75
ATG;1991;7956.47
ATG;1992;8153.74
ATG;1993;8624.62
ATG;1994;9351.49
ATG;1995;9034.48
ATG;1996;9756.09
ATG;1997;10336.26
ATG;1998;10906.88
ATG;1999;11342.33
ATG;2000;12027.49
ATG;2001;11539.18
ATG;2002;11658.69
ATG;2003;12173.23
ATG;2004;13037.89
ATG;2005;14368.57
ATG;2006;16173.81
ATG;2007;18204.51
ATG;2008;18786.67
ATG;2009;16472.25
ATG;2010;15217.4
ATG;2011;14911.73
ATG;2012;15639.81
ATG;2013;15051.51
ATG;2014;15532.11
ATG;2015;16077.63
ATG;2016;16556.86
ATG;2017;16965.73
ATG;2018;18273.43
ATG;2019;18896.37
ATG;2020;15369.61
ATG;2021;17348.6
ATG;2022;20003.39
ATG;2023;22012.26
ATG;2024;23059.83
AUS;1960;1813.43
AUS;1961;1880.48
AUS;1962;1857.56
AUS;1963;1970.18
AUS;1964;2134.49
AUS;1965;2284.36
AUS;1966;2347.38
AUS;1967;2583.91
AUS;1968;2728.23
AUS;1969;2995.86
AUS;1970;3309.76
AUS;1971;3500.34
AUS;1972;3955.22
AUS;1973;4777.51
AUS;1974;6491.75
AUS;1975;7013.67
AUS;1976;7497.28
AUS;1977;7786.41
AUS;1978;8264.44
AUS;1979;9307.82
AUS;1980;10223.29
AUS;1981;11870.86
AUS;1982;12797.68
AUS;1983;11532.4
AUS;1984;12436.3
AUS;1985;11455.38
AUS;1986;11406.11
AUS;1987;11665.53
AUS;1988;14303.09
AUS;1989;17857.55
AUS;1990;18273.56
AUS;1991;18885.43
AUS;1992;18650.37
AUS;1993;17724.54
AUS;1994;18155.63
AUS;1995;20479.17
AUS;1996;22055.84
AUS;1997;23683.49
AUS;1998;21516.04
AUS;1999;20749.64
AUS;2000;21909.0
AUS;2001;19733.65
AUS;2002;20335.1
AUS;2003;23757.59
AUS;2004;30886.05
AUS;2005;34535.21
AUS;2006;36658.82
AUS;2007;41128.25
AUS;2008;49811.21
AUS;2009;42954.85
AUS;2010;52313.89
AUS;2011;62799.39
AUS;2012;68301.44
AUS;2013;68476.68
AUS;2014;62817.21
AUS;2015;56970.36
AUS;2016;50084.44
AUS;2017;54117.55
AUS;2018;57410.17
AUS;2019;55194.76
AUS;2020;51983.45
AUS;2021;60758.9
AUS;2022;65169.52
AUS;2023;65058.38
AUS;2024;64609.99
AUT;1960;939.91
AUT;1961;1036.73
AUT;1962;1093.01
AUT;1963;1172.56
AUT;1964;1275.46
AUT;1965;1381.08
AUT;1966;1494.05
AUT;1967;1577.14
AUT;1968;1685.66
AUT;1969;1834.08
AUT;1970;2050.71
AUT;1971;2371.65
AUT;1972;2912.6
AUT;1973;3875.48
AUT;1974;4612.62
AUT;1975;5264.92
AUT;1976;5656.15
AUT;1977;6783.95
AUT;1978;8173.33
AUT;1979;9755.4
AUT;1980;10826.97
AUT;1981;9348.49
AUT;1982;9373.49
AUT;1983;9500.05
AUT;1984;8955.85
AUT;1985;9136.17
AUT;1986;13031.83
AUT;1987;16328.56
AUT;1988;17509.77
AUT;1989;17400.52
AUT;1990;21596.07
AUT;1991;22323.13
AUT;1992;24782.71
AUT;1993;23987.2
AUT;1994;25546.25
AUT;1995;30207.07
AUT;1996;29645.95
AUT;1997;26571.75
AUT;1998;27212.46
AUT;1999;27078.71
AUT;2000;24487.3
AUT;2001;24430.5
AUT;2002;26334.86
AUT;2003;32110.12
AUT;2004;36614.25
AUT;2005;38157.37
AUT;2006;40382.21
AUT;2007;46622.96
AUT;2008;51581.4
AUT;2009;47857.44
AUT;2010;46611.14
AUT;2011;51116.9
AUT;2012;48250.41
AUT;2013;50305.35
AUT;2014;51314.97
AUT;2015;43915.23
AUT;2016;45061.5
AUT;2017;47163.74
AUT;2018;51194.07
AUT;2019;49885.99
AUT;2020;48716.41
AUT;2021;53648.64
AUT;2022;52336.77
AUT;2023;56579.5
AUT;2024;58268.88
AZE;1990;1238.27
AZE;1991;734.94
AZE;1992;60.24
AZE;1993;209.53
AZE;1994;157.06
AZE;1995;314.56
AZE;1996;409.19
AZE;1997;505.52
AZE;1998;561.91
AZE;1999;573.89
AZE;2000;655.1
AZE;2001;703.67
AZE;2002;763.11
AZE;2003;883.69
AZE;2004;1045.01
AZE;2005;1578.37
AZE;2006;2472.96
AZE;2007;3851.33
AZE;2008;5574.47
AZE;2009;4950.4
AZE;2010;5843.53
AZE;2011;7189.82
AZE;2012;7495.87
AZE;2013;7875.35
AZE;2014;7890.84
AZE;2015;5500.5
AZE;2016;3880.69
AZE;2017;4147.2
AZE;2018;4739.79
AZE;2019;4805.75
AZE;2020;4229.91
AZE;2021;5408.05
AZE;2022;7770.59
AZE;2023;7133.03
AZE;2024;7294.64
BDI;1960;70.91
BDI;1961;71.6
BDI;1962;73.42
BDI;1963;78.37
BDI;1964;85.33
BDI;1965;50.61
BDI;1966;51.41
BDI;1967;54.02
BDI;1968;54.19
BDI;1969;55.06
BDI;1970;68.75
BDI;1971;69.9
BDI;1972;68.23
BDI;1973;84.26
BDI;1974;93.22
BDI;1975;110.88
BDI;1976;115.49
BDI;1977;137.45
BDI;1978;148.82
BDI;1979;186.15
BDI;1980;209.81
BDI;1981;212.23
BDI;1982;216.44
BDI;1983;225.21
BDI;1984;200.38
BDI;1985;228.44
BDI;1986;234.28
BDI;1987;215.61
BDI;1988;201.74
BDI;1989;203.58
BDI;1990;202.63
BDI;1991;204.67
BDI;1992;184.87
BDI;1993;165.34
BDI;1994;161.89
BDI;1995;164.92
BDI;1996;143.16
BDI;1997;160.28
BDI;1998;144.46
BDI;1999;127.51
BDI;2000;134.54
BDI;2001;132.16
BDI;2002;120.95
BDI;2003;111.41
BDI;2004;125.19
BDI;2005;147.23
BDI;2006;161.89
BDI;2007;166.16
BDI;2008;189.5
BDI;2009;198.43
BDI;2010;216.73
BDI;2011;230.07
BDI;2012;231.1
BDI;2013;234.84
BDI;2014;250.54
BDI;2015;254.4
BDI;2016;232.94
BDI;2017;246.06
BDI;2018;245.66
BDI;2019;234.31
BDI;2020;252.7
BDI;2021;264.17
BDI;2022;301.83
BDI;2023;249.8
BDI;2024;216.23
BEL;1960;1290.29
BEL;1961;1367.79
BEL;1962;1457.27
BEL;1963;1555.02
BEL;1964;1724.02
BEL;1965;1859.51
BEL;1966;1983.13
BEL;1967;2113.82
BEL;1968;2251.32
BEL;1969;2490.11
BEL;1970;2765.89
BEL;1971;3082.93
BEL;1972;3831.63
BEL;1973;4900.96
BEL;1974;5733.8
BEL;1975;6701.38
BEL;1976;7243.05
BEL;1977;8426.95
BEL;1978;10289.77
BEL;1979;11810.62
BEL;1980;12864.0
BEL;1981;10622.8
BEL;1982;9343.86
BEL;1983;8846.23
BEL;1984;8457.27
BEL;1985;8750.82
BEL;1986;12170.04
BEL;1987;15135.85
BEL;1988;16391.09
BEL;1989;16525.06
BEL;1990;20600.38
BEL;1991;21041.66
BEL;1992;23372.62
BEL;1993;22283.94
BEL;1994;24208.55
BEL;1995;28413.83
BEL;1996;27489.56
BEL;1997;24820.94
BEL;1998;25338.44
BEL;1999;25252.8
BEL;2000;23098.89
BEL;2001;23015.07
BEL;2002;25006.19
BEL;2003;30655.21
BEL;2004;35429.41
BEL;2005;36809.7
BEL;2006;38705.11
BEL;2007;44319.17
BEL;2008;48303.4
BEL;2009;44923.34
BEL;2010;44197.39
BEL;2011;47760.83
BEL;2012;44874.17
BEL;2013;46964.59
BEL;2014;47995.78
BEL;2015;40893.8
BEL;2016;41854.55
BEL;2017;44035.32
BEL;2018;47487.21
BEL;2019;46716.62
BEL;2020;45906.29
BEL;2021;51658.24
BEL;2022;50639.03
BEL;2023;55244.68
BEL;2024;56581.94
BEN;1960;89.86
BEN;1961;92.09
BEN;1962;90.77
BEN;1963;95.72
BEN;1964;99.79
BEN;1965;105.12
BEN;1966;107.64
BEN;1967;106.59
BEN;1968;111.21
BEN;1969;110.31
BEN;1970;108.85
BEN;1971;106.89
BEN;1972;127.93
BEN;1973;153.61
BEN;1974;164.95
BEN;1975;196.46
BEN;1976;197.73
BEN;1977;207.01
BEN;1978;249.8
BEN;1979;310.65
BEN;1980;358.0
BEN;1981;319.72
BEN;1982;305.0
BEN;1983;255.98
BEN;1984;238.57
BEN;1985;230.43
BEN;1986;285.77
BEN;1987;324.25
BEN;1988;326.18
BEN;1989;293.32
BEN;1990;371.1
BEN;1991;364.69
BEN;1992;301.77
BEN;1993;387.31
BEN;1994;262.13
BEN;1995;348.44
BEN;1996;369.39
BEN;1997;344.55
BEN;1998;361.6
BEN;1999;525.13
BEN;2000;487.42
BEN;2001;492.4
BEN;2002;546.46
BEN;2003;676.0
BEN;2004;758.7
BEN;2005;779.44
BEN;2006;809.15
BEN;2007;912.34
BEN;2008;1060.6
BEN;2009;1024.1
BEN;2010;973.24
BEN;2011;1059.41
BEN;2012;1071.53
BEN;2013;1168.93
BEN;2014;1204.4
BEN;2015;1002.42
BEN;2016;1010.53
BEN;2017;1054.97
BEN;2018;1151.74
BEN;2019;1130.82
BEN;2020;1200.19
BEN;2021;1318.65
BEN;2022;1266.43
BEN;2023;1394.18
BEN;2024;1485.38
BFA;1960;69.15
BFA;1961;72.24
BFA;1962;77.15
BFA;1963;78.91
BFA;1964;80.91
BFA;1965;82.07
BFA;1966;82.84
BFA;1967;84.63
BFA;1968;84.97
BFA;1969;86.76
BFA;1970;81.71
BFA;1971;84.51
BFA;1972;99.63
BFA;1973;114.14
BFA;1974;124.67
BFA;1975;152.9
BFA;1976;155.49
BFA;1977;175.96
BFA;1978;223.88
BFA;1979;258.5
BFA;1980;277.6
BFA;1981;248.71
BFA;1982;239.02
BFA;1983;211.93
BFA;1984;187.83
BFA;1985;194.06
BFA;1986;247.46
BFA;1987;280.22
BFA;1988;301.13
BFA;1989;293.19
BFA;1990;338.59
BFA;1991;333.71
BFA;1992;348.59
BFA;1993;324.11
BFA;1994;187.21
BFA;1995;229.09
BFA;1996;242.73
BFA;1997;223.85
BFA;1998;249.53
BFA;1999;292.84
BFA;2000;248.91
BFA;2001;259.49
BFA;2002;285.65
BFA;2003;362.37
BFA;2004;403.81
BFA;2005;441.16
BFA;2006;455.51
BFA;2007;514.68
BFA;2008;619.44
BFA;2009;601.57
BFA;2010;624.96
BFA;2011;725.02
BFA;2012;731.47
BFA;2013;759.76
BFA;2014;764.86
BFA;2015;630.12
BFA;2016;663.74
BFA;2017;709.09
BFA;2018;777.47
BFA;2019;764.85
BFA;2020;825.24
BFA;2021;895.54
BFA;2022;827.33
BFA;2023;873.2
BFA;2024;982.49
BGD;1960;82.48
BGD;1961;90.37
BGD;1962;92.59
BGD;1963;94.14
BGD;1964;92.58
BGD;1965;98.6
BGD;1966;104.42
BGD;1967;114.21
BGD;1968;114.41
BGD;1969;125.88
BGD;1970;130.22
BGD;1971;124.53
BGD;1972;87.77
BGD;1973;109.69
BGD;1974;164.99
BGD;1975;249.8
BGD;1976;126.69
BGD;1977;117.89
BGD;1978;158.32
BGD;1979;181.13
BGD;1980;206.08
BGD;1981;224.24
BGD;1982;199.6
BGD;1983;184.71
BGD;1984;193.44
BGD;1985;222.22
BGD;1986;212.15
BGD;1987;231.5
BGD;1988;247.9
BGD;1989;263.01
BGD;1990;283.05
BGD;1991;272.06
BGD;1992;273.47
BGD;1993;280.76
BGD;1994;280.6
BGD;1995;309.46
BGD;1996;371.92
BGD;1997;379.28
BGD;1998;385.62
BGD;1999;388.1
BGD;2000;396.67
BGD;2001;394.66
BGD;2002;393.89
BGD;2003;426.75
BGD;2004;455.61
BGD;2005;480.09
BGD;2006;490.39
BGD;2007;537.96
BGD;2008;613.06
BGD;2009;679.21
BGD;2010;757.39
BGD;2011;837.34
BGD;2012;859.68
BGD;2013;958.26
BGD;2014;1094.46
BGD;2015;1224.39
BGD;2016;1649.28
BGD;2017;1811.08
BGD;2018;1965.24
BGD;2019;2129.8
BGD;2020;2248.85
BGD;2021;2482.85
BGD;2022;2716.49
BGD;2023;2551.02
BGD;2024;2593.42
BGR;1980;2261.41
BGR;1981;2255.7
BGR;1982;2220.77
BGR;1983;1897.06
BGR;1984;1943.03
BGR;1985;1959.96
BGR;1986;2261.8
BGR;1987;3168.83
BGR;1988;2561.17
BGR;1989;2449.74
BGR;1990;2377.37
BGR;1991;883.74
BGR;1992;1007.34
BGR;1993;1278.52
BGR;1994;1149.89
BGR;1995;2259.37
BGR;1996;1470.27
BGR;1997;1361.48
BGR;1998;1820.54
BGR;1999;1660.99
BGR;2000;1621.35
BGR;2001;1771.0
BGR;2002;2093.09
BGR;2003;2719.63
BGR;2004;3389.86
BGR;2005;3900.03
BGR;2006;4523.38
BGR;2007;5888.87
BGR;2008;7271.67
BGR;2009;6988.63
BGR;2010;6854.3
BGR;2011;7849.98
BGR;2012;7432.34
BGR;2013;7796.38
BGR;2014;8070.01
BGR;2015;7269.03
BGR;2016;7822.9
BGR;2017;8697.13
BGR;2018;9849.89
BGR;2019;10354.25
BGR;2020;10760.76
BGR;2021;12966.81
BGR;2022;13999.91
BGR;2023;15854.02
BGR;2024;17596.92
BHR;1970;1741.82
BHR;1971;1829.74
BHR;1972;2205.92
BHR;1973;2981.09
BHR;1974;3873.72
BHR;1975;3880.44
BHR;1976;5310.19
BHR;1977;6358.42
BHR;1978;6925.99
BHR;1979;7890.83
BHR;1980;9732.73
BHR;1981;10556.51
BHR;1982;10712.15
BHR;1983;10598.84
BHR;1984;10696.93
BHR;1985;9648.66
BHR;1986;7776.96
BHR;1987;8332.91
BHR;1988;8771.79
BHR;1989;8833.41
BHR;1990;9342.54
BHR;1991;10434.13
BHR;1992;10460.16
BHR;1993;11151.87
BHR;1994;11629.36
BHR;1995;11900.93
BHR;1996;12091.78
BHR;1997;12254.67
BHR;1998;11625.03
BHR;1999;12123.35
BHR;2000;14214.48
BHR;2001;13573.23
BHR;2002;13501.47
BHR;2003;14486.03
BHR;2004;15963.95
BHR;2005;17966.17
BHR;2006;19267.28
BHR;2007;20908.4
BHR;2008;23299.5
BHR;2009;19465.31
BHR;2010;21819.33
BHR;2011;25032.79
BHR;2012;26438.67
