iso3;year;gdp_per_capita_usd
CZE;2010;20160.44
CZE;2011;22049.11
CZE;2012;20014.04
CZE;2013;20260.5
CZE;2014;20038.42
CZE;2015;17931.6
CZE;2016;18753.97
CZE;2017;20913.2
CZE;2018;23705.93
CZE;2019;24062.72
CZE;2020;23472.89
CZE;2021;27696.46
CZE;2022;28282.22
CZE;2023;31761.59
CZE;2024;31827.76
DEU;1960;1162.12
DEU;1961;1315.91
DEU;1962;1430.52
DEU;1963;1502.15
DEU;1964;1637.46
DEU;1965;1774.2
DEU;1966;1870.81
DEU;1967;1885.62
DEU;1968;2025.08
DEU;1969;2281.28
DEU;1970;2771.28
DEU;1971;3203.83
DEU;1972;3823.94
DEU;1973;5065.25
DEU;1974;5659.74
DEU;1975;6259.21
DEU;1976;6659.17
DEU;1977;7711.1
DEU;1978;9516.78
DEU;1979;11322.35
DEU;1980;12182.78
DEU;1981;10246.48
DEU;1982;9950.06
DEU;1983;9900.49
DEU;1984;9347.29
DEU;1985;9464.12
DEU;1986;13511.15
DEU;1987;16738.61
DEU;1988;17996.98
DEU;1989;17829.46
DEU;1990;22385.68
DEU;1991;23443.34
DEU;1992;26559.85
DEU;1993;25616.65
DEU;1994;27201.96
DEU;1995;31747.24
DEU;1996;30599.79
DEU;1997;27046.96
DEU;1998;27395.94
DEU;1999;26965.49
DEU;2000;23925.86
DEU;2001;23878.36
DEU;2002;25486.59
DEU;2003;30711.1
DEU;2004;34566.74
DEU;2005;35084.44
DEU;2006;36980.33
DEU;2007;42350.92
DEU;2008;46379.16
DEU;2009;42471.89
DEU;2010;42396.97
DEU;2011;47630.98
DEU;2012;44718.02
DEU;2013;47206.84
DEU;2014;48959.6
DEU;2015;41929.75
DEU;2016;42948.94
DEU;2017;45553.93
DEU;2018;48916.17
DEU;2019;47656.2
DEU;2020;47394.87
DEU;2021;52349.25
DEU;2022;50506.52
DEU;2023;54776.77
DEU;2024;56103.73
DJI;1985;846.79
DJI;1987;821.68
DJI;1988;816.87
DJI;1989;781.92
DJI;1990;780.5
DJI;1991;732.73
DJI;1992;763.66
DJI;1993;758.73
DJI;1994;784.56
DJI;1995;786.2
DJI;1996;761.94
DJI;1997;748.23
DJI;1998;735.35
DJI;1999;740.22
DJI;2000;737.61
DJI;2001;742.13
DJI;2002;743.01
DJI;2003;764.63
DJI;2004;806.26
DJI;2005;844.45
DJI;2006;898.46
DJI;2007;969.57
DJI;2008;1119.15
DJI;2009;1150.94
DJI;2010;1213.23
DJI;2011;1306.35
DJI;2012;1400.19
DJI;2013;2075.94
DJI;2014;2214.62
DJI;2015;2376.13
DJI;2016;2510.43
DJI;2017;2618.96
DJI;2018;2718.08
DJI;2019;2837.17
DJI;2020;2844.89
DJI;2021;3025.91
DJI;2022;3133.26
DJI;2023;3381.3
DJI;2024;3552.72
DMA;1977;633.55
DMA;1978;785.58
DMA;1979;754.09
DMA;1980;996.19
DMA;1981;1124.97
DMA;1982;1231.67
DMA;1983;1363.44
DMA;1984;1514.89
DMA;1985;1665.53
DMA;1986;1892.87
DMA;1987;2138.3
DMA;1988;2423.33
DMA;1989;2639.05
DMA;1990;2892.98
DMA;1991;3171.37
DMA;1992;3376.26
DMA;1993;3536.16
DMA;1994;3805.2
DMA;1995;3951.72
DMA;1996;4211.0
DMA;1997;4372.2
DMA;1998;4664.24
DMA;1999;4817.18
DMA;2000;4867.4
DMA;2001;5527.52
DMA;2002;5488.03
DMA;2003;5447.44
DMA;2004;5778.83
DMA;2005;5695.22
DMA;2006;6055.78
DMA;2007;6459.04
DMA;2008;6971.33
DMA;2009;7487.49
DMA;2010;7549.62
DMA;2011;7705.41
DMA;2012;7528.51
DMA;2013;7822.22
DMA;2014;8131.75
DMA;2015;8282.6
DMA;2016;8802.56
DMA;2017;8224.65
DMA;2018;9215.31
DMA;2019;9491.15
DMA;2020;7827.75
DMA;2021;8376.4
DMA;2022;9323.66
DMA;2023;9912.96
DMA;2024;10405.28
DNK;1960;1389.02
DNK;1961;1530.54
DNK;1962;1711.22
DNK;1963;1807.25
DNK;1964;2049.4
DNK;1965;2284.23
DNK;1966;2487.14
DNK;1967;2700.75
DNK;1968;2776.14
DNK;1969;3151.13
DNK;1970;3464.46
DNK;1971;3845.6
DNK;1972;4653.96
DNK;1973;6116.89
DNK;1974;6763.87
DNK;1975;7988.16
DNK;1976;8773.34
DNK;1977;9769.58
DNK;1978;11817.63
DNK;1979;13757.23
DNK;1980;13822.16
DNK;1981;12000.21
DNK;1982;11740.22
DNK;1983;11796.57
DNK;1984;11516.68
DNK;1985;12212.79
DNK;1986;17136.63
DNK;1987;21295.68
DNK;1988;22524.58
DNK;1989;21882.15
DNK;1990;26885.7
DNK;1991;27002.81
DNK;1992;29579.49
DNK;1993;27581.72
DNK;1994;29967.83
DNK;1995;35321.1
DNK;1996;35621.99
DNK;1997;32779.88
DNK;1998;33346.49
DNK;1999;33426.24
DNK;2000;30722.03
DNK;2001;30768.48
DNK;2002;33257.16
DNK;2003;40519.1
DNK;2004;46625.05
DNK;2005;48925.81
DNK;2006;52119.18
DNK;2007;58631.66
DNK;2008;64616.67
DNK;2009;58412.75
DNK;2010;58104.54
DNK;2011;61809.74
DNK;2012;58443.77
DNK;2013;61377.59
DNK;2014;62520.45
DNK;2015;53094.01
DNK;2016;54500.93
DNK;2017;57521.55
DNK;2018;61324.77
DNK;2019;59404.27
DNK;2020;60985.49
DNK;2021;69340.73
DNK;2022;67781.09
DNK;2023;68043.55
DNK;2024;71026.48
DOM;1960;205.73
DOM;1961;193.91
DOM;1962;236.81
DOM;1963;262.19
DOM;1964;277.3
DOM;1965;233.16
DOM;1966;250.88
DOM;1967;256.21
DOM;1968;259.57
DOM;1969;287.7
DOM;1970;337.67
DOM;1971;368.35
DOM;1972;427.22
DOM;1973;490.32
DOM;1974;595.36
DOM;1975;713.17
DOM;1976;762.78
DOM;1977;862.98
DOM;1978;868.4
DOM;1979;983.74
DOM;1980;1180.18
DOM;1981;1288.47
DOM;1982;1376.27
DOM;1983;1499.96
DOM;1984;1843.52
DOM;1985;784.49
DOM;1986;931.66
DOM;1987;868.09
DOM;1988;783.91
DOM;1989;954.91
DOM;1990;989.16
DOM;1991;1345.85
DOM;1992;1558.3
DOM;1993;1722.42
DOM;1994;1891.67
DOM;1995;2109.17
DOM;1996;2270.87
DOM;1997;2448.89
DOM;1998;2607.85
DOM;1999;2620.89
DOM;2000;2831.46
DOM;2001;2935.89
DOM;2002;3065.6
DOM;2003;2383.26
DOM;2004;2451.69
DOM;2005;3878.31
DOM;2006;4055.14
DOM;2007;4649.65
DOM;2008;5023.59
DOM;2009;4973.95
DOM;2010;5478.62
DOM;2011;5826.51
DOM;2012;6013.82
DOM;2013;6136.59
DOM;2014;6496.45
DOM;2015;6800.95
DOM;2016;7160.44
DOM;2017;7412.72
DOM;2018;7882.98
DOM;2019;8183.02
DOM;2020;7135.22
DOM;2021;8527.08
DOM;2022;10104.25
DOM;2023;10630.43
DOM;2024;10875.66
DZA;1960;238.39
DZA;1961;209.37
DZA;1962;169.6
DZA;1963;225.58
DZA;1964;238.86
DZA;1965;253.62
DZA;1966;241.45
DZA;1967;261.79
DZA;1968;292.44
DZA;1969;315.91
DZA;1970;352.85
DZA;1971;360.11
DZA;1972;469.03
DZA;1973;589.52
DZA;1974;872.89
DZA;1975;992.3
DZA;1976;1080.39
DZA;1977;1232.49
DZA;1978;1505.94
DZA;1979;1843.12
DZA;1980;2275.78
DZA;1981;2307.33
DZA;1982;2274.88
DZA;1983;2373.83
DZA;1984;2524.38
DZA;1985;2632.52
DZA;1986;2800.2
DZA;1987;2847.08
DZA;1988;2450.87
DZA;1989;2247.46
DZA;1990;2445.18
DZA;1991;1759.11
DZA;1992;1802.69
DZA;1993;1831.05
DZA;1994;1525.54
DZA;1995;1466.95
DZA;1996;1616.83
DZA;1997;1628.76
DZA;1998;1603.37
DZA;1999;1596.12
DZA;2000;1772.93
DZA;2001;1896.3
DZA;2002;1937.46
DZA;2003;2283.77
DZA;2004;2816.99
DZA;2005;3233.13
DZA;2006;3660.66
DZA;2007;4167.45
DZA;2008;5180.92
DZA;2009;4235.43
DZA;2010;4912.79
DZA;2011;5916.31
DZA;2012;6033.65
DZA;2013;5979.6
DZA;2014;6094.69
DZA;2015;4685.06
DZA;2016;4424.99
DZA;2017;4554.67
DZA;2018;4577.21
DZA;2019;4468.45
DZA;2020;3743.54
DZA;2021;4160.56
DZA;2022;4960.3
DZA;2023;5370.48
DZA;2024;5752.99
EAP;1960;90.28
EAP;1961;79.56
EAP;1962;71.62
EAP;1963;75.51
EAP;1964;85.12
EAP;1965;96.79
EAP;1966;103.04
EAP;1967;97.5
EAP;1968;96.04
EAP;1969;105.11
EAP;1970;113.92
EAP;1971;119.11
EAP;1972;132.34
EAP;1973;162.65
EAP;1974;180.41
EAP;1975;198.67
EAP;1976;198.55
EAP;1977;225.24
EAP;1978;215.18
EAP;1979;245.27
EAP;1980;278.68
EAP;1981;292.96
EAP;1982;302.52
EAP;1983;311.47
EAP;1984;332.15
EAP;1985;357.91
EAP;1986;351.03
EAP;1987;340.94
EAP;1988;371.93
EAP;1989;395.43
EAP;1990;416.94
EAP;1991;445.8
EAP;1992;493.06
EAP;1993;533.89
EAP;1994;634.2
EAP;1995;772.3
EAP;1996;876.04
EAP;1997;895.63
EAP;1998;809.01
EAP;1999;881.64
EAP;2000;961.3
EAP;2001;1014.52
EAP;2002;1114.0
EAP;2003;1251.28
EAP;2004;1439.93
EAP;2005;1653.68
EAP;2006;1976.63
EAP;2007;2481.39
EAP;2008;3117.83
EAP;2009;3359.52
EAP;2010;4057.87
EAP;2011;4913.89
EAP;2012;5434.83
EAP;2013;5952.82
EAP;2014;6373.7
EAP;2015;6589.82
EAP;2016;6683.24
EAP;2017;7241.98
EAP;2018;8046.0
EAP;2019;8286.46
EAP;2020;8391.24
EAP;2021;9974.58
EAP;2022;10107.06
EAP;2023;10126.43
EAP;2024;10391.15
EAR;1960;149.36
EAR;1961;158.51
EAR;1962;156.29
EAR;1963;168.14
EAR;1964;187.91
EAR;1965;198.82
EAR;1966;192.18
EAR;1967;197.94
EAR;1968;210.49
EAR;1969;229.48
EAR;1970;238.29
EAR;1971;250.49
EAR;1972;269.86
EAR;1973;336.89
EAR;1974;460.72
EAR;1975;481.17
EAR;1976;512.9
EAR;1977;559.64
EAR;1978;623.75
EAR;1979;716.29
EAR;1980;868.42
EAR;1981;937.45
EAR;1982;870.64
EAR;1983;856.42
EAR;1984;846.72
EAR;1985;823.45
EAR;1986;807.38
EAR;1987;800.4
EAR;1988;824.74
EAR;1989;819.3
EAR;1990;936.97
EAR;1991;971.3
EAR;1992;1032.29
EAR;1993;1090.29
EAR;1994;1122.64
EAR;1995;1150.89
EAR;1996;1221.86
EAR;1997;1278.95
EAR;1998;1209.05
EAR;1999;1255.03
EAR;2000;1346.2
EAR;2001;1311.08
EAR;2002;1251.3
EAR;2003;1368.43
EAR;2004;1563.06
EAR;2005;1788.22
EAR;2006;2011.02
EAR;2007;2342.59
EAR;2008;2595.48
EAR;2009;2458.16
EAR;2010;2941.65
EAR;2011;3266.2
EAR;2012;3362.32
EAR;2013;3332.3
EAR;2014;3351.66
EAR;2015;3178.87
EAR;2016;3227.65
EAR;2017;3457.92
EAR;2018;3460.86
EAR;2019;3481.76
EAR;2020;3185.5
EAR;2021;3697.41
EAR;2022;4017.49
EAR;2023;4212.17
EAR;2024;4405.28
EAS;1960;151.8
EAS;1961;152.9
EAS;1962;154.49
EAS;1963;168.34
EAS;1964;188.86
EAS;1965;205.37
EAS;1966;224.08
EAS;1967;237.91
EAS;1968;256.63
EAS;1969;288.5
EAS;1970;323.95
EAS;1971;350.78
EAS;1972;426.32
EAS;1973;549.83
EAS;1974;621.17
EAS;1975;667.41
EAS;1976;722.26
EAS;1977;847.94
EAS;1978;1056.49
EAS;1979;1129.49
EAS;1980;1203.49
EAS;1981;1305.91
EAS;1982;1257.88
EAS;1983;1318.05
EAS;1984;1388.76
EAS;1985;1442.97
EAS;1986;1859.67
EAS;1987;2149.68
EAS;1988;2543.24
EAS;1989;2606.16
EAS;1990;2679.4
EAS;1991;2984.56
EAS;1992;3219.1
EAS;1993;3556.03
EAS;1994;3927.62
EAS;1995;4393.56
EAS;1996;4187.96
EAS;1997;3953.64
EAS;1998;3485.79
EAS;1999;3853.87
EAS;2000;4139.47
EAS;2001;3814.31
EAS;2002;3844.09
EAS;2003;4188.46
EAS;2004;4657.51
EAS;2005;4931.63
EAS;2006;5191.91
EAS;2007;5760.13
EAS;2008;6593.64
EAS;2009;6735.16
EAS;2010;7808.07
EAS;2011;8976.49
EAS;2012;9534.44
EAS;2013;9580.35
EAS;2014;9832.43
EAS;2015;9730.64
EAS;2016;10011.55
EAS;2017;10612.79
EAS;2018;11487.51
EAS;2019;11677.44
EAS;2020;11697.52
EAS;2021;13416.98
EAS;2022;13219.59
EAS;2023;13251.51
EAS;2024;13482.48
ECA;1987;1174.54
ECA;1988;1284.39
ECA;1989;1438.84
ECA;1990;1700.96
ECA;1991;1622.94
ECA;1992;1549.08
ECA;1993;1589.73
ECA;1994;1239.77
ECA;1995;1737.91
ECA;1996;1830.63
ECA;1997;1941.28
ECA;1998;1940.97
ECA;1999;1767.14
ECA;2000;1790.8
ECA;2001;1529.63
ECA;2002;1771.96
ECA;2003;2249.78
ECA;2004;2883.62
ECA;2005;3576.78
ECA;2006;4142.52
ECA;2007;5206.58
ECA;2008;6191.25
ECA;2009;5125.28
ECA;2010;6044.41
ECA;2011;6817.02
ECA;2012;7126.81
ECA;2013;7707.28
ECA;2014;7334.84
ECA;2015;6338.81
ECA;2016;6023.55
ECA;2017;6129.93
ECA;2018;5947.15
ECA;2019;6036.15
ECA;2020;5734.46
ECA;2021;6632.57
ECA;2022;7264.37
ECA;2023;8609.12
ECA;2024;9801.7
ECS;1960;639.35
ECS;1961;695.6
ECS;1962;751.94
ECS;1963;812.86
ECS;1964;888.29
ECS;1965;958.22
ECS;1966;1026.43
ECS;1967;1080.28
ECS;1968;1127.68
ECS;1969;1239.64
ECS;1970;1382.98
ECS;1971;1548.87
ECS;1972;1841.54
ECS;1973;2323.93
ECS;1974;2606.47
ECS;1975;3022.56
ECS;1976;3119.76
ECS;1977;3504.41
ECS;1978;4266.62
ECS;1979;5167.0
ECS;1980;5800.1
ECS;1981;5133.2
ECS;1982;4919.18
ECS;1983;4743.13
ECS;1984;4531.45
ECS;1985;4660.8
ECS;1986;6317.47
ECS;1987;7753.66
ECS;1988;8578.86
ECS;1989;8638.09
ECS;1990;10503.76
ECS;1991;10761.21
ECS;1992;11479.86
ECS;1993;10514.4
ECS;1994;10968.74
ECS;1995;12729.11
ECS;1996;12970.56
ECS;1997;12296.61
ECS;1998;12507.23
ECS;1999;12364.11
ECS;2000;11645.64
ECS;2001;11750.2
ECS;2002;12842.36
ECS;2003;15575.04
ECS;2004;18104.05
ECS;2005;19220.71
ECS;2006;20762.32
ECS;2007;24200.33
ECS;2008;26536.48
ECS;2009;23278.88
ECS;2010;23731.67
ECS;2011;26273.04
ECS;2012;25199.98
ECS;2013;26236.29
ECS;2014;26517.02
ECS;2015;22742.47
ECS;2016;22554.68
ECS;2017;23839.73
ECS;2018;25435.69
ECS;2019;25045.12
ECS;2020;24187.25
ECS;2021;27701.0
ECS;2022;27968.29
ECS;2023;30015.76
ECS;2024;31630.86
ECU;1960;450.78
ECU;1961;371.4
ECU;1962;312.44
ECU;1963;364.74
ECU;1964;435.76
ECU;1965;450.05
ECU;1966;444.62
ECU;1967;453.65
ECU;1968;445.23
ECU;1969;520.84
ECU;1970;465.04
ECU;1971;434.42
ECU;1972;487.97
ECU;1973;578.95
ECU;1974;953.85
ECU;1975;1086.18
ECU;1976;1241.91
ECU;1977;1464.94
ECU;1978;1541.14
ECU;1979;1783.29
ECU;1980;2189.78
ECU;1981;2600.57
ECU;1982;2314.38
ECU;1983;1940.23
ECU;1984;1863.68
ECU;1985;1841.78
ECU;1986;1604.25
ECU;1987;1426.02
ECU;1988;1303.78
ECU;1989;1356.28
ECU;1990;1455.01
ECU;1991;1587.36
ECU;1992;1655.45
ECU;1993;1697.89
ECU;1994;1996.86
ECU;1995;2108.01
ECU;1996;2135.85
ECU;1997;2340.77
ECU;1998;2284.02
ECU;1999;1575.3
ECU;2000;1382.23
ECU;2001;1791.3
ECU;2002;2059.16
ECU;2003;2315.62
ECU;2004;2586.21
ECU;2005;2909.03
ECU;2006;3243.67
ECU;2007;3478.92
ECU;2008;4194.76
ECU;2009;4053.36
ECU;2010;4520.31
ECU;2011;5153.69
ECU;2012;5634.08
ECU;2013;6109.29
ECU;2014;6405.8
ECU;2015;5976.16
ECU;2016;5917.64
ECU;2017;6233.32
ECU;2018;6303.92
ECU;2019;6205.06
ECU;2020;5463.65
ECU;2021;6061.32
ECU;2022;6515.59
ECU;2023;6718.14
ECU;2024;6826.53
EGY;1960;156.39
EGY;1961;162.84
EGY;1962;142.41
EGY;1963;143.93
EGY;1964;157.72
EGY;1965;161.57
EGY;1966;168.05
EGY;1967;174.1
EGY;1968;179.77
EGY;1969;192.96
EGY;1970;232.27
EGY;1971;242.97
EGY;1972;256.48
EGY;1973;272.18
EGY;1974;243.06
EGY;1975;299.22
EGY;1976;334.61
EGY;1977;353.4
EGY;1978;354.67
EGY;1979;420.86
EGY;1980;493.05
EGY;1981;490.31
EGY;1982;595.92
EGY;1983;648.01
EGY;1984;689.81
EGY;1985;769.76
EGY;1986;790.2
EGY;1987;753.72
EGY;1988;633.84
EGY;1989;701.04
EGY;1990;735.98
EGY;1991;622.83
EGY;1992;680.8
EGY;1993;740.33
EGY;1994;807.3
EGY;1995;916.33
EGY;1996;1008.98
EGY;1997;1146.2
EGY;1998;1212.82
EGY;1999;1268.31
EGY;2000;1366.09
EGY;2001;1295.14
EGY;2002;1116.83
EGY;2003;1031.28
EGY;2004;991.26
EGY;2005;1105.54
EGY;2006;1298.98
EGY;2007;1547.74
EGY;2008;1896.22
EGY;2009;2161.64
EGY;2010;2455.08
EGY;2011;2590.64
EGY;2012;2996.07
EGY;2013;3025.53
EGY;2014;3133.39
EGY;2015;3306.98
EGY;2016;3270.63
EGY;2017;2395.1
EGY;2018;2484.7
EGY;2019;2962.99
EGY;2020;3511.11
EGY;2021;3827.35
EGY;2022;4233.31
EGY;2023;3456.79
EGY;2024;3338.47
EMU;1960;911.83
EMU;1961;1006.28
EMU;1962;1103.2
EMU;1963;1203.5
EMU;1964;1322.01
EMU;1965;1432.87
EMU;1966;1537.69
EMU;1967;1622.43
EMU;1968;1732.47
EMU;1969;1922.23
EMU;1970;2165.45
EMU;1971;2440.43
EMU;1972;2927.44
EMU;1973;3775.79
EMU;1974;4258.03
EMU;1975;4912.29
EMU;1976;5103.59
EMU;1977;5783.78
EMU;1978;7053.25
EMU;1979;8510.12
EMU;1980;9488.25
EMU;1981;8219.7
EMU;1982;7937.55
EMU;1983;7720.65
EMU;1984;7398.9
EMU;1985;7586.17
EMU;1986;10614.23
EMU;1987;13104.54
EMU;1988;14340.42
EMU;1989;14584.52
EMU;1990;18258.73
EMU;1991;18810.0
EMU;1992;20643.69
EMU;1993;18837.41
EMU;1994;19839.94
EMU;1995;22873.52
EMU;1996;23072.66
EMU;1997;21057.85
EMU;1998;21618.33
EMU;1999;21480.4
EMU;2000;19563.09
EMU;2001;19818.82
EMU;2002;21551.13
EMU;2003;26413.88
EMU;2004;30138.89
EMU;2005;31116.27
EMU;2006;32961.29
EMU;2007;37801.93
EMU;2008;41406.66
EMU;2009;37790.12
EMU;2010;36841.26
EMU;2011;39878.12
EMU;2012;36851.34
EMU;2013;38455.06
EMU;2014;39333.12
EMU;2015;33928.61
EMU;2016;34690.24
EMU;2017;36691.21
EMU;2018;39562.08
EMU;2019;38679.61
EMU;2020;37727.45
EMU;2021;42432.29
EMU;2022;41105.35
EMU;2023;44797.64
EMU;2024;46424.24
ERI;1992;265.24
ERI;1993;252.09
ERI;1994;277.8
ERI;1995;285.4
ERI;1996;325.84
ERI;1997;318.98
ERI;1998;341.92
ERI;1999;311.34
ERI;2000;314.36
ERI;2001;325.41
ERI;2002;304.78
ERI;2003;348.95
ERI;2004;426.84
ERI;2005;412.75
ERI;2006;448.0
ERI;2007;480.45
ERI;2008;490.07
ERI;2009;642.93
ERI;2010;539.7
ERI;2011;688.68
ESP;1960;407.96
ESP;1961;463.19
ESP;1962;535.39
ESP;1963;627.28
ESP;1964;694.95
ESP;1965;797.38
ESP;1966;915.63
ESP;1967;996.57
ESP;1968;978.29
ESP;1969;1109.14
ESP;1970;1211.42
ESP;1971;1361.19
ESP;1972;1707.59
ESP;1973;2245.95
ESP;1974;2747.96
ESP;1975;3207.54
ESP;1976;3276.97
ESP;1977;3625.0
ESP;1978;4353.33
ESP;1979;5766.09
ESP;1980;6204.14
ESP;1981;5367.33
ESP;1982;5156.02
ESP;1983;4475.3
ESP;1984;4486.78
ESP;1985;4696.3
ESP;1986;6508.85
ESP;1987;8233.73
ESP;1988;9696.19
ESP;1989;10674.34
ESP;1990;13795.02
ESP;1991;14801.32
ESP;1992;16100.68
ESP;1993;13330.38
ESP;1994;13405.7
ESP;1995;15460.91
ESP;1996;16100.62
ESP;1997;14722.37
ESP;1998;15382.33
ESP;1999;15707.95
ESP;2000;14743.27
ESP;2001;15368.23
ESP;2002;17111.07
ESP;2003;21522.02
ESP;2004;24925.03
ESP;2005;26450.95
ESP;2006;28421.69
ESP;2007;32652.02
ESP;2008;35603.25
ESP;2009;32279.82
ESP;2010;30658.74
ESP;2011;31824.62
ESP;2012;28456.44
ESP;2013;29228.85
ESP;2014;29707.77
ESP;2015;25982.44
ESP;2016;26755.61
ESP;2017;28381.34
ESP;2018;30602.42
ESP;2019;29786.52
ESP;2020;27233.94
ESP;2021;30799.48
ESP;2022;30319.5
ESP;2023;33493.22
ESP;2024;35326.77
EST;1993;2685.91
EST;1994;2819.13
EST;1995;3134.39
EST;1996;3380.93
EST;1997;3682.95
EST;1998;4093.39
EST;1999;4140.94
EST;2000;4070.61
EST;2001;4502.67
EST;2002;5343.18
EST;2003;7205.41
EST;2004;8916.07
EST;2005;10414.64
EST;2006;12641.48
EST;2007;16745.43
EST;2008;18205.91
EST;2009;14712.45
EST;2010;14663.7
EST;2011;17555.55
EST;2012;17568.21
EST;2013;19310.39
EST;2014;20581.79
EST;2015;17722.16
EST;2016;18666.37
EST;2017;20851.52
EST;2018;23618.14
EST;2019;24021.25
EST;2020;23933.99
EST;2021;27951.17
EST;2022;28340.38
EST;2023;30264.01
EST;2024;31428.35
ETH;1960;75.34
ETH;1961;76.73
ETH;1962;77.79
ETH;1963;79.17
ETH;1964;83.84
ETH;1965;88.85
ETH;1966;93.15
ETH;1967;96.09
ETH;1968;99.47
ETH;1969;102.28
ETH;1970;109.43
ETH;1971;112.74
ETH;1972;119.84
ETH;1973;134.94
ETH;1974;147.86
ETH;1975;144.28
ETH;1976;151.96
ETH;1977;170.4
ETH;1978;178.3
ETH;1979;192.36
ETH;1980;203.69
ETH;1981;212.66
ETH;1982;215.25
ETH;1983;232.68
ETH;1984;214.23
ETH;1985;243.9
ETH;1986;245.98
ETH;1987;254.12
ETH;1988;253.25
ETH;1989;256.39
ETH;1990;262.11
ETH;1991;277.57
ETH;1992;207.41
ETH;1993;168.52
ETH;1994;127.69
ETH;1995;136.52
ETH;1996;147.33
ETH;1997;143.37
ETH;1998;126.47
ETH;1999;120.73
ETH;2000;122.27
ETH;2001;118.46
ETH;2002;109.59
ETH;2003;116.8
ETH;2004;133.17
ETH;2005;158.24
ETH;2006;189.35
ETH;2007;237.15
ETH;2008;316.41
ETH;2009;368.57
ETH;2010;330.62
ETH;2011;343.02
ETH;2012;452.1
ETH;2013;484.04
ETH;2014;549.99
ETH;2015;597.91
ETH;2016;641.65
ETH;2017;696.35
ETH;2018;739.7
ETH;2019;793.47
ETH;2020;829.79
ETH;2021;893.01
ETH;2022;982.1
ETH;2023;1055.81
ETH;2024;1133.88
EUU;1960;797.72
EUU;1961;879.39
EUU;1962;963.65
EUU;1963;1049.55
EUU;1964;1154.08
EUU;1965;1252.49
EUU;1966;1345.23
EUU;1967;1421.38
EUU;1968;1514.61
EUU;1969;1678.55
EUU;1970;1887.78
EUU;1971;2122.17
EUU;1972;2542.21
EUU;1973;3267.8
EUU;1974;3677.1
EUU;1975;4256.76
EUU;1976;4435.3
EUU;1977;5000.51
EUU;1978;6062.02
EUU;1979;7293.96
EUU;1980;8122.15
EUU;1981;7058.63
EUU;1982;6788.84
EUU;1983;6583.82
EUU;1984;6329.66
EUU;1985;6495.44
EUU;1986;9047.94
EUU;1987;11152.92
EUU;1988;12205.82
EUU;1989;12421.71
EUU;1990;15480.56
EUU;1991;15946.1
EUU;1992;17463.53
EUU;1993;15902.32
EUU;1994;16816.16
EUU;1995;19456.32
EUU;1996;19740.41
EUU;1997;18080.01
EUU;1998;18600.01
EUU;1999;18484.02
EUU;2000;16956.04
EUU;2001;17208.9
EUU;2002;18773.5
EUU;2003;22991.24
EUU;2004;26335.85
EUU;2005;27400.01
EUU;2006;29169.39
EUU;2007;33682.86
EUU;2008;37160.01
EUU;2009;33632.16
EUU;2010;33119.57
EUU;2011;35963.32
EUU;2012;33324.78
EUU;2013;34804.74
EUU;2014;35590.11
EUU;2015;30771.66
EUU;2016;31456.9
EUU;2017;33394.59
EUU;2018;36076.9
EUU;2019;35374.15
EUU;2020;34694.71
EUU;2021;39206.97
EUU;2022;38066.82
EUU;2023;41566.9
EUU;2024;43313.77
FIN;1960;1191.86
FIN;1961;1341.5
FIN;1962;1426.67
FIN;1963;1538.46
FIN;1964;1725.6
FIN;1965;1902.04
FIN;1966;2031.52
FIN;1967;2055.75
FIN;1968;1927.29
FIN;1969;2201.12
FIN;1970;2465.86
FIN;1971;2716.43
FIN;1972;3177.93
FIN;1973;4173.54
FIN;1974;5298.08
FIN;1975;6256.1
FIN;1976;6740.29
FIN;1977;7069.74
FIN;1978;7629.5
FIN;1979;9333.08
FIN;1980;11224.94
FIN;1981;10925.1
FIN;1982;10935.31
FIN;1983;10493.96
FIN;1984;10830.22
FIN;1985;11394.19
FIN;1986;14946.99
FIN;1987;18565.03
FIN;1988;22043.77
FIN;1989;23969.05
FIN;1990;28366.2
FIN;1991;25488.85
FIN;1992;22320.11
FIN;1993;17588.68
FIN;1994;20278.29
FIN;1995;26246.27
FIN;1996;25756.68
FIN;1997;24682.29
FIN;1998;25999.99
FIN;1999;26180.41
FIN;2000;24335.92
FIN;2001;24965.2
FIN;2002;26989.39
FIN;2003;32920.09
FIN;2004;37768.13
FIN;2005;39049.87
FIN;2006;41214.02
FIN;2007;48473.02
FIN;2008;53769.47
FIN;2009;47478.35
FIN;2010;46506.29
FIN;2011;51060.32
FIN;2012;47551.67
FIN;2013;49691.01
FIN;2014;50073.78
FIN;2015;42560.35
FIN;2016;43451.26
FIN;2017;46085.02
FIN;2018;49654.25
FIN;2019;48358.18
FIN;2020;48828.68
FIN;2021;53099.14
FIN;2022;50440.56
FIN;2023;52864.69
FIN;2024;53155.55
FJI;1960;277.43
FJI;1961;280.27
FJI;1962;285.47
FJI;1963;291.38
FJI;1964;305.53
FJI;1965;311.24
FJI;1966;309.57
FJI;1967;325.99
FJI;1968;327.36
FJI;1969;349.81
FJI;1970;413.94
FJI;1971;457.84
FJI;1972;575.22
FJI;1973;761.68
FJI;1974;984.31
FJI;1975;1188.18
FJI;1976;1186.17
FJI;1977;1203.57
FJI;1978;1354.81
FJI;1979;1626.66
FJI;1980;1873.31
FJI;1981;1879.36
FJI;1982;1773.14
FJI;1983;1628.05
FJI;1984;1666.87
FJI;1985;1576.72
FJI;1986;1745.24
FJI;1987;1569.47
